Symbol,Company Name,Security Type,Sector,Industry,Sub-Industry
LRE,Lead Real Estate Co Ltd,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
PCRHY,Panasonic Holdings Corporation,Depository Receipt,Consumer Discretionary,Household Durables,Consumer Electronics
ZK,ZEEKR Intelligent Technology Holding Ltd,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
HDL,Super Hi International Holding Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
ADRNY,Koninklijke Ahold Delhaize NV,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
AJINY,Ajinomoto Co Inc,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
AKO/A,Embotelladora Andina SA,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
AKO/B,Embotelladora Andina SA,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
AONNY,Aeon Co Ltd,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
ASBFY,Associated British Foods PLC,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
BTI,British American Tobacco PLC,Depository Receipt,Consumer Staples,Tobacco,Tobacco
CBDBY,Companhia Brasileira De Distribuicao,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
CRESY,Cresud Sociedad Anonima Comercial Inmobiliaria Fin,Depository Receipt,Consumer Staples,Food Products,Agricultural Products & Services
HKTVY,Hong Kong Technology Venture Company Limited,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
CCU,Compania Cervecerias Unidas SA,Depository Receipt,Consumer Staples,Beverages,Brewers
DANOY,Danone SA,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
DEO,Diageo PLC,Depository Receipt,Consumer Staples,Beverages,Distillers & Vintners
DFIHY,DFI Retail Group Holdings Limited,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
FMX,Fomento Economico Mexican SAB de CV,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
FPAFY,First Pacific Co Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
GLAPY,Glanbia PLC,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
HENKY,Henkel AG & Co KGaA,Depository Receipt,Consumer Staples,Household Products,Household Products
HEINY,Heineken NV,Depository Receipt,Consumer Staples,Beverages,Brewers
IMBBY,Imperial Brands PLC,Depository Receipt,Consumer Staples,Tobacco,Tobacco
JSAIY,J.Sainsbury PLC,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
KCDMY,Kimberly Clark De Mexico SA De CV Kimber,Depository Receipt,Consumer Staples,Household Products,Household Products
KNBWY,Kirin Holdings Co Ltd,Depository Receipt,Consumer Staples,Beverages,Brewers
KOF,Coca-Cola Femsa SAB De CV,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
KRYAY,Kerry Group PLC,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
KTCIY,Kt&G Corp,Depository Receipt,Consumer Staples,Tobacco,Tobacco
LRLCY,LOreal SA,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
MAKSY,Marks and Spencer Group PLC,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
NSRGY,"Nestle SA, Cham Und Vevey",Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
ORKLY,Orkla ASA,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
BRFS,BRF SA,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
SSDOY,Shiseido Co Ltd,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
TATYY,Tate & Lyle PLC,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
TSCDY,Tesco PLC,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
TSGTY,Tsingtao Brewery Co Ltd,Depository Receipt,Consumer Staples,Beverages,Brewers
TSUKY,Toyo Suisan Kaisha Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
UL,Unilever PLC,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
WMMVY,Wal-Mart de Mexico SAB de CV,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
YMZBY,Yamazaki Baking Co Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
UNICY,Unicharm Corporation,Depository Receipt,Consumer Staples,Household Products,Household Products
CCOJY,Coca-Cola Bottlers Japan Holdings Inc,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
KIKOY,Kikkoman Corp,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
PRRFY,Premier Foods PLC,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
RBGLY,Reckitt Benckiser Group PLC,Depository Receipt,Consumer Staples,Household Products,Household Products
SVNDY,Seven & I Holdings Co Ltd,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
CMGHY,Chaoda Modern Agriculture (Holdings) Ltd,Depository Receipt,Consumer Staples,Food Products,Agricultural Products & Services
CIADY,China Mengniu Dairy Co,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
CRRFY,Carrefour SA,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
MHGVY,Mowi ASA,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
SRGHY,Shoprite Holdings Ltd (Shp),Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
JRONY,"Jeronimo Martins Sgps SA, Lisboa",Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
WWNTY,Want Want China Holdings Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
FNEVY,Fraser & Neave Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
GARPY,Golden Agri-Resources Ltd,Depository Receipt,Consumer Staples,Food Products,Agricultural Products & Services
WLMIY,Wilmar International Ltd,Depository Receipt,Consumer Staples,Food Products,Agricultural Products & Services
BDRFY,Beiersdorf AG,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
JBSAY,JBS SA,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
CUYTY,Colruyt Group NV,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
ARZTY,Aryzta AG,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
CABGY,Carlsberg A/S,Depository Receipt,Consumer Staples,Beverages,Brewers
BUD,Anheuser-Busch InBev SA/NV,Depository Receipt,Consumer Staples,Beverages,Brewers
CLCGY,Clicks Group Ltd,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Drug Retail
MRRTY,Marfrig Global Foods SA,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
LND,Brasilagro Cia Bras De Prop Agricol,Depository Receipt,Consumer Staples,Food Products,Agricultural Products & Services
TSRYY,Treasury Wine Estates Ltd,Depository Receipt,Consumer Staples,Beverages,Distillers & Vintners
SLCJY,SLC Agricola SA,Depository Receipt,Consumer Staples,Food Products,Agricultural Products & Services
PGENY,Pigeon Corp,Depository Receipt,Consumer Staples,Household Products,Household Products
REMYY,Remy Cointreau SA,Depository Receipt,Consumer Staples,Beverages,Distillers & Vintners
HKHHY,Heineken Holding NV,Depository Receipt,Consumer Staples,Beverages,Brewers
PRGLY,Puregold Price Club Inc,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
CCHGY,Coca-Cola HBC AG,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
CRWCY,Cranswick PLC,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
STBFY,Suntory Beverage & Food Ltd,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
ABEV,Ambev SA,Depository Receipt,Consumer Staples,Beverages,Brewers
JAPAY,Japan Tobacco Inc,Depository Receipt,Consumer Staples,Tobacco,Tobacco
WHGLY,WH Group Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
OCDDY,Ocado Group PLC,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
GMKKY,Gruma SAB De CV,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
KSRYY,Kose Corp,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
ALBBY,Alibaba Health Information Technology Ltd,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Drug Retail
KAOOY,Kao Corp,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
YI,111 Inc,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Drug Retail
ACOPY,The a2 Milk Company Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
DNOPY,Dino Polska SA,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
FQVTY,Fevertree Drinks Plc,Depository Receipt,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
DADA,Dada Nexus Limited,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
ATAAY,Atacadao SA,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
DVCMY,Davide Campari-Milano N V,Depository Receipt,Consumer Staples,Beverages,Distillers & Vintners
YSG,Yatsen Holding Ltd,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
RLX,RLX Technology Inc,Depository Receipt,Consumer Staples,Tobacco,Tobacco
HELFY,Hellofresh Se,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
ASAI,Sendas Distribuidora S.A.,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
STKH,Steakholder Foods Ltd,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
OGBLY,Onion Global Ltd,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
TYCMY,Tingyi (Cayman Islands) Holding Corp,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
OTLY,Oatly Group AB,Depository Receipt,Consumer Staples,Food Products,Packaged Foods & Meats
MFLTY,Missfresh Ltd,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
DDL,Dingdong (Cayman) Limited,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail
PRNDY,Pernod Ricard SA,Depository Receipt,Consumer Staples,Beverages,Distillers & Vintners
HLN,Haleon plc,Depository Receipt,Consumer Staples,Personal Care Products,Personal Care Products
EXTO,Almacenes Exito SA,Depository Receipt,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
AMRN,Amarin Corporation plc,Depository Receipt,Health Care,Biotechnology,Biotechnology
AZN,Astrazeneca PLC,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
BAYRY,Bayer AG,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
AVHHL,AVITA Medical Inc,Depository Receipt,Health Care,Biotechnology,Biotechnology
EDAP,EDAP TMS SA,Depository Receipt,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CLVLY,Clinuvel Pharmaceuticals Ltd,Depository Receipt,Health Care,Biotechnology,Biotechnology
ESAIY,Eisai Co Ltd,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
ESLOY,EssilorLuxottica Societe anonyme,Depository Receipt,Health Care,Health Care Equipment & Supplies,Health Care Supplies
FMS,Fresenius Medical Care AG,Depository Receipt,Health Care,Health Care Providers & Services,Health Care Services
GENE,Genetic Technologies Limited,Depository Receipt,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
GSK,GSK plc,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
HOCPY,Hoya Corp,Depository Receipt,Health Care,Health Care Equipment & Supplies,Health Care Supplies
KZIA,Kazia Therapeutics Ltd,Depository Receipt,Health Care,Biotechnology,Biotechnology
NVO,Novo Nordisk A/S,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
NVS,Novartis AG,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
OLYMY,Olympus Corp,Depository Receipt,Health Care,Health Care Equipment & Supplies,Health Care Equipment
PHG,Koninklijke Philips NV,Depository Receipt,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ATHE,Alterity Therapeutics Ltd,Depository Receipt,Health Care,Biotechnology,Biotechnology
RDY,Dr Reddy'S Laboratories Ltd,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
RHHBY,Roche Holding AG,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
EVO,Evotec SE,Depository Receipt,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
SNN,Smith & Nephew PLC,Depository Receipt,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SNY,Sanofi,Depository Receipt,Health Care,Pharmaceuticals,Pharmaceuticals
